Age,Gender,Height,Weight,Activity Level,Fitness Goal,Dietary Preference,Daily Calorie Target,Protein,Carbohydrates,Fat,Breakfast Suggestion,Lunch Suggestion,Dinner Suggestion,Snack Suggestion,BMI,BMR
25.0,Male,180.0,80.0,Moderately Active,Weight Loss,Omnivore,2200,120,250,60,Greek Yogurt with berries and granola,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Apple with almond butter,24.691358024691358,1805.0
30.0,Female,165.0,65.0,Lightly Active,Muscle Gain,Vegetarian,2000,100,200,60,Tofu scramble with vegetables and avocado,Lentil soup with whole-wheat bread,Quinoa bowl with roasted chickpeas and vegetables,Trail mix with nuts and dried fruit,23.875114784205696,1370.25
55.0,Male,175.0,90.0,Sedentary,Weight Loss,Omnivore,1800,90,180,50,Oatmeal with fruit and nuts,Tuna salad sandwich on whole-wheat bread,Chicken stir-fry with brown rice,Celery sticks with peanut butter,29.387755102040817,1723.75
22.0,Female,170.0,55.0,Very Active,Muscle Gain,Vegan,2500,130,300,70,Tofu omelet with spinach,Vegan lentil stew with brown rice,Black bean burgers on whole-wheat buns,Banana with almond butter,19.031141868512112,1341.5
60.0,Female,155.0,60.0,Moderately Active,Maintenance,Vegetarian,1600,70,160,40,Scrambled eggs with whole-wheat toast,Vegetarian chili with whole-wheat bread,Lentil pasta with tomato sauce,Fruit salad,24.97398543184183,1107.75
28.0,Male,190.0,100.0,Very Active,Weight Loss,Omnivore,2800,150,350,80,Greek yogurt with protein powder and fruit,Chicken breast with brown rice and vegetables,Turkey chili with sweet potato,Protein bar,27.70083102493075,2052.5
35.0,Female,160.0,50.0,Lightly Active,Muscle Gain,Vegan,1800,90,180,50,Tofu scramble with vegetables and avocado,Vegan lentil stew with brown rice,Black bean burgers on whole-wheat buns,Trail mix with nuts and dried fruit,19.531249999999996,1164.0
48.0,Male,185.0,95.0,Moderately Active,Maintenance,Omnivore,2200,110,220,60,Oatmeal with fruit and nuts,Tuna salad sandwich on whole-wheat bread,Grilled salmon with roasted vegetables,Greek yogurt with berries,27.757487216946675,1871.25
65.0,Male,170.0,75.0,Sedentary,Weight Loss,Omnivore,1500,70,150,40,Scrambled eggs with whole-wheat toast,Chicken salad sandwich on whole-wheat bread,Chicken stir-fry with brown rice,Apple with peanut butter,25.95155709342561,1492.5
19.0,Female,168.0,58.0,Very Active,Muscle Gain,Vegan,2300,120,280,60,Tofu omelet with spinach,Vegan lentil stew with brown rice,Black bean burgers on whole-wheat buns,Banana with almond butter,20.549886621315196,1374.0
25.0,Male,180.0,85.0,Moderately Active,Weight Loss,Omnivore,2200,120,250,60,Greek yogurt with berries and granola,Grilled chicken salad with mixed greens and avocado,Salmon with roasted vegetables and quinoa,Trail mix with almonds and dried cranberries,26.234567901234566,1855.0
38.0,Female,165.0,68.0,Lightly Active,Maintenance,Vegetarian,1800,80,220,50,Oatmeal with fruit and nuts,Lentil soup with whole-wheat bread,Vegetarian chili with brown rice,Apple with peanut butter,24.977043158861342,1360.25
55.0,Male,175.0,95.0,Sedentary,Weight Loss,Vegan,1900,85,200,45,Tofu scramble with vegetables and whole-wheat toast,Vegan lentil stew with brown rice,Chickpea curry with brown rice,Banana with almond butter,31.020408163265305,1773.75
22.0,Female,160.0,55.0,Very Active,Muscle Gain,Omnivore,2500,150,300,75,Scrambled eggs with whole-wheat toast and avocado,Chicken and vegetable stir-fry with brown rice,Chicken breast with sweet potato and broccoli,Protein bar with nuts,21.484374999999996,1279.0
62.0,Female,168.0,72.0,Sedentary,Maintenance,Vegan,1700,75,180,40,Tofu breakfast burrito with whole-wheat tortilla,Vegan pasta salad with vegetables,Lentil and vegetable curry with brown rice,Fruit salad with nuts,25.510204081632658,1299.0
30.0,Male,190.0,100.0,Moderately Active,Muscle Gain,Omnivore,3000,180,350,90,Protein pancakes with fruit and syrup,Chicken breast with brown rice and vegetables,Steak with baked potato and green beans,Protein shake with fruit,27.70083102493075,2042.5
28.0,Female,170.0,65.0,Lightly Active,Weight Loss,Vegetarian,1600,70,180,45,Scrambled tofu with spinach and tomato,Vegetarian chili with brown rice,Quinoa bowl with roasted vegetables and chickpeas,Trail mix with dried fruit and nuts,22.49134948096886,1411.5
40.0,Male,185.0,90.0,Very Active,Weight Loss,Omnivore,2500,130,280,70,Greek yogurt with berries and granola,Tuna salad sandwich on whole-wheat bread,Chicken breast with brown rice and vegetables,Mixed nuts and seeds,26.296566837107374,1861.25
21.0,Female,168.0,58.0,Lightly Active,Maintenance,Vegan,1800,75,200,50,Tofu scramble with vegetables and whole-wheat toast,Vegan lentil stew with brown rice,Black bean burger on whole-wheat bun with avocado,Trail mix with dried fruit and nuts,20.549886621315196,1364.0
58.0,Male,178.0,88.0,Sedentary,Weight Loss,Omnivore,1800,80,200,50,Oatmeal with fruit and nuts,Chicken breast with brown rice and vegetables,Salmon with roasted vegetables and quinoa,Fruit salad with yogurt,27.77427092538821,1707.5
25.0,Female,165.0,58.0,Moderately Active,Weight Loss,Omnivore,1800,100,200,50,Greek yogurt with berries and granola,Lentil soup with whole wheat bread,Grilled salmon with roasted vegetables,Apple slices with peanut butter,21.30394857667585,1325.25
32.0,Male,180.0,85.0,Lightly Active,Muscle Gain,Omnivore,2500,150,300,70,Scrambled eggs with whole wheat toast and avocado,Chicken breast salad with mixed greens,Steak with sweet potato fries,Protein shake with banana,26.234567901234566,1820.0
55.0,Female,160.0,70.0,Sedentary,Weight Loss,Vegetarian,1500,80,150,40,Oatmeal with fruit and nuts,Vegetarian chili with brown rice,Tofu stir-fry with vegetables,Carrot sticks with hummus,27.343749999999996,1264.0
40.0,Male,190.0,95.0,Moderately Active,Maintenance,Vegan,2200,120,250,60,Tofu scramble with vegetables and whole wheat toast,Lentil and vegetable curry with brown rice,Chickpea and vegetable pasta bake,Trail mix with dried fruit and nuts,26.315789473684212,1942.5
68.0,Female,155.0,62.0,Sedentary,Weight Loss,Vegan,1400,70,130,35,Vegan overnight oats with berries,Lentil and vegetable soup with whole wheat bread,Tofu and vegetable stir-fry,Banana with almond butter,25.806451612903224,1087.75
28.0,Male,175.0,78.0,Very Active,Muscle Gain,Omnivore,3000,180,350,80,Protein pancakes with fruit and syrup,Chicken breast and brown rice with vegetables,Beef stir-fry with brown rice,Protein bar,25.46938775510204,1738.75
35.0,Female,170.0,65.0,Lightly Active,Maintenance,Vegetarian,1900,90,200,55,Scrambled eggs with spinach and whole wheat toast,Vegetarian chili with brown rice,Lentil and vegetable stew,Fruit salad with yogurt,22.49134948096886,1376.5
52.0,Male,185.0,100.0,Very Active,Muscle Gain,Vegan,2800,160,300,80,Tofu scramble with vegetables and whole wheat toast,Lentil and vegetable curry with brown rice,Vegan chili with brown rice,Trail mix with dried fruit and nuts,29.218407596785973,1901.25
22.0,Female,168.0,55.0,Moderately Active,Weight Loss,Vegan,1600,80,180,40,Vegan overnight oats with chia seeds and berries,Lentil and vegetable soup with whole wheat bread,Tofu and vegetable stir-fry,Apple slices with peanut butter,19.48696145124717,1329.0
47.0,Male,178.0,80.0,Sedentary,Maintenance,Omnivore,2100,110,230,60,Greek yogurt with fruit and granola,Chicken salad sandwich on whole wheat bread,Salmon with roasted vegetables,Mixed nuts and seeds,25.24933720489837,1682.5
28.0,Female,165.0,60.0,Lightly Active,Weight Loss,Omnivore,1800,100,200,60,Greek yogurt with berries and granola,Lentil soup with whole-wheat bread,Grilled chicken with roasted vegetables,Apple with peanut butter,22.03856749311295,1330.25
35.0,Male,180.0,80.0,Moderately Active,Maintenance,Vegetarian,2500,100,300,80,Tofu scramble with whole-wheat toast,Black bean burger on a whole-wheat bun,Lentil and vegetable curry with rice,Trail mix,24.691358024691358,1755.0
55.0,Female,160.0,75.0,Sedentary,Weight Loss,Vegan,1500,75,150,40,Overnight oats with fruit and nuts,Tofu stir-fry with brown rice,Lentil pasta with tomato sauce,Banana with almond butter,29.296874999999993,1314.0
62.0,Male,175.0,90.0,Moderately Active,Weight Loss,Omnivore,2200,120,250,70,Scrambled eggs with whole-wheat toast and avocado,Salmon with roasted vegetables,Chicken stir-fry with brown rice,Fruit and yogurt,29.387755102040817,1688.75
22.0,Female,170.0,55.0,Very Active,Muscle Gain,Omnivore,2400,150,300,80,Protein smoothie with fruit and spinach,Chicken breast with brown rice and vegetables,Tuna salad sandwich on whole-wheat bread,Greek yogurt with berries and granola,19.031141868512112,1341.5
40.0,Male,185.0,100.0,Lightly Active,Muscle Gain,Vegetarian,2800,120,350,90,Tofu scramble with vegetables,Lentil and vegetable curry with brown rice,Chickpea and vegetable stew,String cheese with crackers,29.218407596785973,1961.25
68.0,Female,155.0,65.0,Sedentary,Maintenance,Omnivore,1800,80,200,60,Oatmeal with fruit and nuts,Tuna salad sandwich on whole-wheat bread,Chicken breast with roasted vegetables,Popcorn,27.055150884495315,1117.75
70.0,Male,170.0,85.0,Sedentary,Weight Loss,Vegan,1700,80,180,50,Tofu scramble with vegetables,Lentil and vegetable curry with rice,Black bean burgers with avocado,Fruit salad,29.411764705882355,1567.5
33.0,Female,168.0,70.0,Very Active,Maintenance,Omnivore,2200,100,250,70,Yogurt parfait with granola and fruit,Chicken salad sandwich on whole-wheat bread,Salmon with roasted vegetables,Apple with peanut butter,24.801587301587304,1424.0
25.0,Male,190.0,95.0,Moderately Active,Muscle Gain,Vegan,2500,120,300,80,Tofu scramble with vegetables,Lentil and vegetable curry with brown rice,Chickpea and vegetable stew,Trail mix,26.315789473684212,2017.5
25.0,Male,180.0,80.0,Moderately Active,Weight Loss,Omnivore,2200,120,200,60,Greek yogurt with berries and granola,Tuna salad sandwich on whole-wheat bread with a side salad,Grilled chicken breast with quinoa and steamed vegetables,Apple slices with almond butter,24.691358024691358,1805.0
55.0,Female,165.0,70.0,Sedentary,Maintenance,Vegetarian,1800,80,250,50,Tofu scramble with vegetables and whole-wheat toast,Lentil soup with a side of whole-wheat bread,Black bean burgers with roasted sweet potatoes and a green salad,Trail mix with nuts and dried fruit,25.71166207529844,1295.25
32.0,Male,190.0,95.0,Very Active,Muscle Gain,Omnivore,3000,160,350,80,Oatmeal with protein powder and fruit,Chicken breast with brown rice and broccoli,Salmon with roasted vegetables and quinoa,Protein shake with milk and banana,26.315789473684212,1982.5
68.0,Female,170.0,65.0,Lightly Active,Weight Loss,Vegan,1500,70,180,40,Tofu scramble with vegetables and whole-wheat toast,Lentil stew with a side of whole-wheat bread,Vegan chili with brown rice,Fruit smoothie with almond milk,22.49134948096886,1211.5
42.0,Male,185.0,100.0,Very Active,Weight Loss,Omnivore,2500,140,220,70,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and broccoli,Salmon with roasted vegetables and quinoa,Trail mix with nuts and dried fruit,29.218407596785973,1951.25
58.0,Female,160.0,55.0,Sedentary,Maintenance,Vegan,1600,60,200,40,Tofu scramble with vegetables and whole-wheat toast,Lentil soup with a side of whole-wheat bread,Vegan pasta with marinara sauce and a side salad,Fruit and nut mix,21.484374999999996,1099.0
35.0,Male,178.0,85.0,Lightly Active,Weight Loss,Vegetarian,2000,100,180,50,Greek yogurt with fruit and granola,Vegetarian chili with a side of whole-wheat bread,Lentil soup with a side of whole-wheat bread,Vegetable sticks with hummus,26.82742078020452,1792.5
72.0,Male,175.0,75.0,Sedentary,Maintenance,Vegan,1700,70,210,40,Tofu scramble with vegetables and whole-wheat toast,Lentil soup with a side of whole-wheat bread,Vegan pasta with marinara sauce and a side salad,Fruit and nut mix,24.489795918367346,1488.75
48.0,Female,168.0,68.0,Moderately Active,Maintenance,Omnivore,1900,80,230,50,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and broccoli,Salmon with roasted vegetables and quinoa,Trail mix with nuts and dried fruit,24.092970521541954,1329.0
25.0,Male,180.0,85.0,Moderately Active,Weight Loss,Omnivore,2200,150,250,70,1 cup oatmeal with berries and nuts,Grilled chicken breast salad with mixed greens and avocado,Salmon with roasted vegetables,Greek yogurt with granola,26.234567901234566,1855.0
32.0,Female,165.0,60.0,Sedentary,Weight Loss,Vegetarian,1800,80,200,60,Tofu scramble with veggies,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Fruit salad with nuts,22.03856749311295,1310.25
55.0,Female,160.0,75.0,Lightly Active,Weight Maintenance,Vegan,1900,85,220,65,Tofu and vegetable breakfast burrito,Black bean burger with sweet potato fries,Lentil and vegetable curry,Trail mix with dried fruit and nuts,29.296874999999993,1314.0
40.0,Male,185.0,95.0,Very Active,Muscle Gain,Omnivore,3000,200,350,100,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and steamed vegetables,Steak with sweet potato fries,Protein shake with almond butter,27.757487216946675,1911.25
28.0,Female,170.0,70.0,Moderately Active,Muscle Gain,Vegetarian,2400,140,280,80,Greek yogurt with fruit and granola,Quinoa salad with chickpeas and vegetables,Tofu stir-fry with brown rice,Peanut butter and banana sandwich,24.221453287197235,1461.5
62.0,Male,175.0,80.0,Lightly Active,Weight Maintenance,Omnivore,2100,110,240,70,Oatmeal with fruit and nuts,Turkey sandwich on whole-wheat bread with vegetables,Chicken breast with roasted vegetables,Popcorn with a sprinkle of cinnamon,26.122448979591837,1588.75
35.0,Female,168.0,65.0,Moderately Active,Weight Loss,Vegan,1900,90,220,65,Tofu scramble with whole-wheat toast and vegetables,Black bean burger with a side salad,Chickpea and vegetable stew,Fruit and nut smoothie,23.030045351473927,1364.0
22.0,Male,190.0,90.0,Very Active,Muscle Gain,Omnivore,3200,220,380,110,3 eggs with whole-wheat toast and avocado,Chicken breast with brown rice and vegetables,Salmon with roasted sweet potatoes,Protein shake with fruit and spinach,24.930747922437675,1982.5
48.0,Female,172.0,78.0,Sedentary,Weight Maintenance,Vegetarian,2000,95,230,70,Yogurt with berries and granola,Lentil soup with whole-wheat bread,Vegetable frittata,Apple slices with peanut butter,26.365603028664147,1454.0
21.0,Male,183.0,82.0,Moderately Active,Muscle Gain,Vegan,2800,170,320,90,Tofu scramble with vegetables and whole-wheat toast,Lentil and vegetable curry,Vegan chili with brown rice,Protein smoothie with almond milk and banana,24.48565200513601,1863.75
25.0,Male,180.0,80.0,Moderately Active,Weight Loss,Omnivore,2200,120,250,60,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Fruit and yogurt,24.691358024691358,1805.0
32.0,Female,165.0,65.0,Lightly Active,Maintenance,Vegetarian,1800,80,220,50,Tofu scramble with whole-wheat toast,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Trail mix,23.875114784205696,1360.25
58.0,Male,175.0,95.0,Sedentary,Weight Loss,Omnivore,1800,100,200,50,Greek yogurt with fruit and granola,Tuna salad sandwich on whole-wheat bread,Chicken stir-fry with brown rice,Apple slices with peanut butter,31.020408163265305,1758.75
28.0,Female,170.0,70.0,Very Active,Muscle Gain,Vegan,2500,150,300,70,Tofu scramble with avocado and whole-wheat toast,Lentil and vegetable curry with brown rice,Chickpea pasta with tomato sauce and spinach,Nuts and seeds,24.221453287197235,1461.5
62.0,Female,160.0,75.0,Sedentary,Weight Loss,Vegan,1600,70,180,40,Oatmeal with plant-based milk and fruit,Lentil soup with whole-wheat bread,Vegetable curry with brown rice,Fruit and nuts,29.296874999999993,1279.0
45.0,Male,185.0,105.0,Moderately Active,Weight Loss,Omnivore,2000,110,220,60,Eggs with whole-wheat toast,Chicken breast with quinoa and roasted vegetables,Fish with steamed broccoli,Mixed nuts and dried fruit,30.67932797662527,1986.25
21.0,Female,168.0,55.0,Lightly Active,Muscle Gain,Vegetarian,2000,100,250,60,Tofu scramble with avocado and whole-wheat toast,Lentil soup with whole-wheat bread,Vegetable stir-fry with brown rice,Trail mix,19.48696145124717,1334.0
68.0,Male,170.0,85.0,Sedentary,Maintenance,Omnivore,1800,80,200,50,Greek yogurt with fruit and granola,Tuna salad sandwich on whole-wheat bread,Chicken stir-fry with brown rice,Apple slices with peanut butter,29.411764705882355,1577.5
35.0,Female,172.0,68.0,Very Active,Muscle Gain,Vegan,2400,140,280,70,Tofu scramble with avocado and whole-wheat toast,Lentil and vegetable curry with brown rice,Chickpea pasta with tomato sauce and spinach,Nuts and seeds,22.985397512168742,1419.0
55.0,Female,158.0,60.0,Sedentary,Weight Loss,Vegan,1500,60,160,40,Oatmeal with plant-based milk and fruit,Lentil soup with whole-wheat bread,Vegetable curry with brown rice,Fruit and nuts,24.034609838166958,1151.5
25.0,Female,165.0,55.0,Lightly Active,Weight Loss,Omnivore,1800,70,180,50,Greek yogurt with berries and granola,Quinoa salad with grilled chicken and vegetables,Salmon with roasted vegetables and brown rice,Apple slices with almond butter,20.202020202020204,1295.25
58.0,Male,180.0,90.0,Moderately Active,Maintenance,Vegetarian,2500,90,250,70,Oatmeal with fruit and nuts,Lentil soup with whole-grain bread,Vegetable stir-fry with brown rice,Trail mix with dried fruit and nuts,27.777777777777775,1740.0
32.0,Female,170.0,65.0,Sedentary,Weight Loss,Vegan,1500,60,150,40,Tofu scramble with vegetables,Black bean burger on a whole-wheat bun,Lentil pasta with tomato sauce and vegetables,Fruit and vegetable smoothie,22.49134948096886,1391.5
62.0,Male,175.0,85.0,Very Active,Maintenance,Omnivore,3000,120,300,80,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and steamed vegetables,Steak with sweet potato fries and a side salad,Protein bar,27.755102040816325,1638.75
28.0,Female,160.0,50.0,Lightly Active,Muscle Gain,Vegan,2000,80,200,60,Tofu and vegetable stir-fry with brown rice,Lentil stew with whole-grain bread,Chickpea pasta with marinara sauce and vegetables,Whole-grain crackers with hummus,19.531249999999996,1199.0
45.0,Male,185.0,100.0,Moderately Active,Weight Loss,Omnivore,2200,100,220,60,Oatmeal with protein powder and fruit,Chicken breast with quinoa and steamed vegetables,Salmon with roasted vegetables and sweet potato,Greek yogurt with fruit and nuts,29.218407596785973,1936.25
68.0,Female,162.0,60.0,Sedentary,Maintenance,Vegan,1800,70,180,50,Tofu scramble with vegetables,Lentil soup with whole-grain bread,Vegetable curry with brown rice,Trail mix with dried fruit and nuts,22.86236854138088,1111.5
35.0,Male,190.0,80.0,Very Active,Muscle Gain,Omnivore,3200,140,320,90,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with brown rice and steamed vegetables,Steak with sweet potato fries and a side salad,Protein shake,22.1606648199446,1817.5
21.0,Female,172.0,58.0,Lightly Active,Weight Loss,Vegetarian,1700,65,170,45,Yogurt parfait with granola and fruit,Black bean burger on a whole-wheat bun,Lentil pasta with tomato sauce and vegetables,Apple slices with almond butter,19.60519199567334,1389.0
55.0,Male,178.0,82.0,Moderately Active,Maintenance,Vegan,2400,90,240,70,Tofu and vegetable stir-fry with brown rice,Lentil stew with whole-grain bread,Chickpea pasta with marinara sauce and vegetables,Whole-grain crackers with hummus,25.88057063502083,1662.5
25.0,Male,180.0,85.0,Moderately Active,Weight Loss,Omnivore,2000,120,250,60,Oatmeal with berries and nuts,Grilled chicken salad with mixed greens,Salmon with roasted vegetables,Greek yogurt with fruit,26.234567901234566,1855.0
32.0,Female,165.0,60.0,Lightly Active,Maintenance,Vegetarian,1800,80,220,50,Tofu scramble with vegetables,Lentil soup with whole grain bread,Vegetable stir-fry with brown rice,Hummus with carrots and cucumber,22.03856749311295,1310.25
55.0,Male,175.0,90.0,Sedentary,Weight Loss,Omnivore,1800,100,200,50,Yogurt with granola and fruit,Tuna salad sandwich on whole wheat bread,Chicken breast with steamed vegetables,Trail mix,29.387755102040817,1723.75
68.0,Female,160.0,70.0,Sedentary,Maintenance,Vegan,1600,70,180,40,Tofu and vegetable breakfast burrito,Black bean soup with whole grain bread,Lentil stew with brown rice,Fruit salad with nuts and seeds,27.343749999999996,1199.0
28.0,Male,190.0,100.0,Very Active,Muscle Gain,Omnivore,3000,180,350,80,Scrambled eggs with whole wheat toast,Chicken breast with brown rice and vegetables,Beef stir-fry with brown rice,Protein shake,27.70083102493075,2052.5
42.0,Female,170.0,75.0,Moderately Active,Weight Loss,Vegan,1500,80,180,40,Overnight oats with chia seeds and fruit,Black bean burger on a whole grain bun,Lentil pasta with tomato sauce,Trail mix,25.95155709342561,1441.5
38.0,Male,185.0,95.0,Lightly Active,Muscle Gain,Omnivore,2800,160,300,70,Protein pancakes with fruit,Chicken and vegetable fajitas,Steak with sweet potato and green beans,Protein bar,27.757487216946675,1921.25
52.0,Female,165.0,65.0,Sedentary,Weight Loss,Vegetarian,1400,70,150,30,Yogurt with berries and granola,Lentil salad with mixed greens,Vegetarian chili with brown rice,Apple slices with peanut butter,23.875114784205696,1260.25
22.0,Female,170.0,55.0,Very Active,Muscle Gain,Vegan,2500,120,280,60,Tofu scramble with vegetables,Black bean burger on a whole grain bun,Lentil pasta with vegetables,Trail mix,19.031141868512112,1341.5
48.0,Male,175.0,80.0,Moderately Active,Maintenance,Omnivore,2200,100,250,60,Oatmeal with fruit and nuts,Tuna salad sandwich on whole wheat bread,Chicken breast with roasted vegetables,Greek yogurt with fruit,26.122448979591837,1658.75
,Gender,,,Activity Level,Fitness Goal,Dietary Preference,Daily Calorie Target,Protein (g),Carbohydrates (g),Fat (g),Breakfast Suggestion,Lunch Suggestion,Dinner Suggestion,Snack Suggestion,,
25.0,Male,180.0,85.0,Moderately Active,Weight Loss,Omnivore,2200,120,250,60,Oatmeal with berries and nuts,Chicken breast salad with mixed greens and vegetables,Salmon with roasted vegetables and quinoa,Apple slices with almond butter,26.234567901234566,1855.0
38.0,Female,165.0,68.0,Sedentary,Maintenance,Vegetarian,1800,80,200,50,Tofu scramble with whole-wheat toast and avocado,Lentil soup with whole-wheat bread,Lentil and vegetable curry with brown rice,Fruit salad with yogurt,24.977043158861342,1360.25
55.0,Male,175.0,90.0,Lightly Active,Weight Loss,Omnivore,2000,100,220,55,Greek yogurt with fruit and granola,Chicken stir-fry with brown rice,Turkey meatballs with whole-wheat pasta,Trail mix with nuts and seeds,29.387755102040817,1723.75
62.0,Female,160.0,75.0,Sedentary,Weight Loss,Vegan,1600,70,180,45,Tofu and vegetable breakfast burrito,Black bean salad with mixed greens,Lentil and vegetable stew with whole-wheat bread,Fruit smoothie with plant-based milk,29.296874999999993,1279.0
28.0,Male,190.0,100.0,Very Active,Muscle Gain,Omnivore,3000,180,350,80,Scrambled eggs with whole-wheat toast and avocado,Chicken breast with sweet potato and broccoli,Steak with roasted vegetables and brown rice,Protein bar,27.70083102493075,2052.5
32.0,Female,170.0,65.0,Moderately Active,Muscle Gain,Vegetarian,2000,100,220,55,Quinoa porridge with berries and nuts,Chickpea salad with whole-wheat bread,Lentil and vegetable curry with brown rice,Trail mix with nuts and seeds,22.49134948096886,1391.5
68.0,Male,170.0,80.0,Lightly Active,Maintenance,Omnivore,1800,80,200,50,Oatmeal with fruit and nuts,Tuna salad sandwich on whole-wheat bread,Chicken breast with steamed vegetables and brown rice,Trail mix with nuts and seeds,27.68166089965398,1527.5
21.0,Female,165.0,55.0,Very Active,Muscle Gain,Vegan,2200,100,250,60,Tofu scramble with whole-wheat toast and avocado,Chickpea salad with mixed greens,Lentil and vegetable curry with brown rice,Fruit smoothie with plant-based milk,20.202020202020204,1315.25
45.0,Male,185.0,95.0,Moderately Active,Weight Loss,Omnivore,2000,100,220,55,Greek yogurt with fruit and granola,Chicken stir-fry with brown rice,Salmon with roasted vegetables and quinoa,Trail mix with nuts and seeds,27.757487216946675,1886.25
70.0,Female,155.0,60.0,Sedentary,Maintenance,Vegan,1400,60,160,40,Tofu and vegetable breakfast burrito,Black bean salad with mixed greens,Lentil and vegetable stew with whole-wheat bread,Fruit smoothie with plant-based milk,24.97398543184183,1057.75
25.0,Female,165.0,58.0,Moderately Active,Weight Loss,Omnivore,1800,80,200,60,Overnight oats with berries and nuts,Lentil soup with whole wheat bread,Grilled salmon with quinoa and roasted vegetables,Fruit with yogurt,21.30394857667585,1325.25
32.0,Male,180.0,90.0,Lightly Active,Muscle Gain,Vegetarian,2500,120,300,80,Tofu scramble with whole wheat toast,Vegetarian chili with brown rice,Chickpea and vegetable curry with brown rice,Trail mix with nuts and seeds,27.777777777777775,1870.0
55.0,Female,160.0,65.0,Sedentary,Weight Loss,Vegan,1500,60,150,40,Tofu and vegetable stir-fry with brown rice,Vegan lentil soup with whole wheat bread,Vegan black bean burgers on whole wheat buns,Fruit and nut mix,25.390624999999996,1214.0
48.0,Male,185.0,105.0,Very Active,Muscle Gain,Omnivore,3200,160,400,100,Greek yogurt with fruit and granola,Chicken breast salad with mixed greens,Grilled chicken with sweet potato and broccoli,Protein shake with fruit,30.67932797662527,1971.25
38.0,Male,175.0,75.0,Moderately Active,Weight Loss,Vegetarian,2000,90,220,70,Scrambled eggs with whole wheat toast,Vegetarian burrito bowl with brown rice,Lentil stew with whole wheat bread,Apple slices with peanut butter,24.489795918367346,1658.75
21.0,Female,170.0,60.0,Lightly Active,Muscle Gain,Omnivore,2200,100,250,80,Oatmeal with protein powder and fruit,Chicken breast salad with mixed greens,Chicken stir-fry with brown rice,Protein bar,20.761245674740486,1396.5
58.0,Male,178.0,80.0,Sedentary,Maintenance,Omnivore,2000,80,200,60,Yogurt with granola and fruit,Tuna salad sandwich on whole wheat bread,Baked chicken with roasted vegetables,Fruit and cheese,25.24933720489837,1627.5
70.0,Female,162.0,68.0,Sedentary,Weight Loss,Vegan,1400,50,140,40,Vegan breakfast burrito with tofu and vegetables,Vegan chili with brown rice,Lentil stew with whole wheat bread,Fruit and nut mix,25.910684346898332,1181.5
42.0,Male,190.0,100.0,Very Active,Muscle Gain,Vegetarian,3000,150,350,90,Tofu scramble with avocado and whole wheat toast,Vegetarian pasta with marinara sauce,Chickpea and vegetable curry with brown rice,Protein shake with fruit,27.70083102493075,1982.5
25.0,Male,180.0,85.0,Moderately Active,Weight Loss,Omnivore,2200,120,250,60,Greek yogurt with berries and granola,Grilled chicken salad with mixed greens,Lentil soup with whole-wheat bread,Apple with peanut butter,26.234567901234566,1855.0
62.0,Female,165.0,70.0,Lightly Active,Maintenance,Vegan,1800,70,200,50,Tofu scramble with vegetables,Lentil and vegetable curry with brown rice,Black bean burgers with sweet potato fries,Almonds,25.71166207529844,1260.25
38.0,Male,190.0,95.0,Very Active,Muscle Gain,Omnivore,3000,180,350,80,Oatmeal with protein powder and fruit,Chicken breast with quinoa and vegetables,Salmon with roasted vegetables,Protein shake,26.315789473684212,1952.5
45.0,Female,170.0,65.0,Sedentary,Weight Loss,Vegetarian,1600,80,180,40,Scrambled eggs with whole-wheat toast,Lentil soup with whole-wheat bread,Vegetarian chili with brown rice,Yogurt with fruit and granola,22.49134948096886,1326.5
22.0,Female,160.0,55.0,Moderately Active,Weight Loss,Vegan,1800,70,200,50,Tofu scramble with vegetables,Lentil and vegetable curry with brown rice,Black bean burgers with sweet potato fries,Almonds,21.484374999999996,1279.0
58.0,Male,175.0,80.0,Moderately Active,Maintenance,Omnivore,2000,100,220,60,Greek yogurt with fruit and granola,Turkey sandwich on whole-wheat bread,Salmon with roasted vegetables,Trail mix,26.122448979591837,1608.75
30.0,Male,185.0,90.0,Very Active,Muscle Gain,Omnivore,2800,160,300,70,Oatmeal with protein powder and fruit,Chicken stir-fry with brown rice,Steak with sweet potatoes and broccoli,Protein shake,26.296566837107374,1911.25
28.0,Female,170.0,60.0,Sedentary,Weight Loss,Vegetarian,1500,70,160,40,Scrambled eggs with whole-wheat toast,Vegetarian chili with brown rice,Chickpea and vegetable curry with brown rice,Yogurt with fruit and granola,20.761245674740486,1361.5
68.0,Female,155.0,60.0,Lightly Active,Maintenance,Vegan,1700,60,180,40,Tofu scramble with vegetables,Lentil and vegetable curry with brown rice,Black bean burgers with sweet potato fries,Almonds,24.97398543184183,1067.75
